id_viaje,id_camion,latitud,longitud,velocidad_kmh,aceleracion_ms2,giros_bruscos,hora_dia,tipo_real
V00394,105,-2.183501,-79.285626,92.98,0.43,0,14.05,normal
V00395,118,-3.658238,-80.044916,25.82,0.36,4,1.58,anomalia_desvio
V00396,126,-2.937876,-78.596424,26.28,1.382,1,20.84,normal
V00397,105,-2.192689,-79.277208,87.19,0.351,0,14.15,normal
V00398,128,-2.566674,-78.875053,299.17,3.199,0,23.34,ruido_sensor
V00399,122,-2.213503,-79.305596,91.47,0.238,0,15.89,normal
V00400,117,-2.212824,-79.280199,99.07,0.195,0,14.39,normal
V00401,113,-2.586427,-78.84913,43.84,0.463,0,10.73,normal
V00402,114,-2.878775,-78.607284,22.98,0.63,0,18.54,normal
V00403,128,-2.873742,-78.609544,36.02,1.121,1,17.77,normal
V00404,130,-2.174745,-79.267432,87.02,0.477,0,14.91,normal
V00405,107,-2.550352,-78.886808,47.15,0.505,0,7.98,normal
V00406,111,-2.543268,-78.835132,35.56,0.813,0,7.07,normal
V00407,110,-2.89953,-78.571515,33.75,1.11,4,18.62,normal
V00408,129,-2.22909,-79.319544,95.38,0.295,0,12.04,normal
V00409,111,-2.209486,-79.249717,82.72,0.098,0,11.28,normal
V00410,125,-2.183462,-79.290072,90.95,0.318,0,13.66,normal
V00411,109,-2.532915,-78.867622,49.8,0.708,0,7.34,normal
V00412,104,-2.88745,-78.621772,45.05,1.65,4,15.13,normal
V00413,111,-2.579397,-78.847728,53.23,0.508,2,8.94,normal
V00414,120,-2.58005,-78.823253,51.64,0.873,3,10.52,normal
V00415,112,-2.510981,-78.880998,53.46,0.784,2,10.4,normal
V00416,129,-2.179733,-79.326183,92.86,0.12,1,14.44,normal
V00417,106,-2.195492,-79.301129,82.41,0.265,0,13.48,normal
V00418,108,-2.223497,-79.310055,87.28,0.558,0,11.05,normal
V00419,117,-2.563372,-78.819067,46.05,0.417,1,9.64,normal
V00420,111,-2.176742,-79.274141,93.36,0.447,0,11.09,normal
V00421,104,-2.199462,-79.261714,79.04,0.165,0,11.15,normal
V00422,112,-2.881901,-78.601751,,1.365,2,19.48,normal
V00423,103,-2.189936,-79.29042,104.71,0.091,0,13.79,normal
V00424,105,-2.186717,-79.333153,93.25,0.325,0,14.45,normal
V00425,110,-2.198581,-79.291324,91.96,0.253,0,11.23,normal
V00426,125,-2.19935,-79.306791,96.79,0.225,0,14.68,normal
V00427,111,-2.213001,-79.289221,81.86,0.763,0,10.99,normal
V00428,122,-2.189655,-79.270592,80.16,0.509,0,13.89,normal
V00429,129,-2.897269,-78.614936,32.37,0.569,3,22.29,normal
V00430,111,-2.175383,-79.28225,91.25,0.521,1,12.08,normal
V00431,121,-2.537593,-78.828121,49.36,0.894,1,7.94,normal
V00432,118,-2.19863,-79.297986,102.21,0.567,0,14.78,normal
V00433,120,-2.56059,-78.873143,47.59,0.808,3,11.34,normal
V00434,124,-2.566919,-78.859258,53.79,0.504,2,9.4,normal
V00435,118,-2.20602,-79.314719,99.04,0.173,0,16.01,normal
V00436,108,-2.919866,-78.599322,29.84,1.1,1,21.34,normal
V00437,127,-2.543238,-78.868537,49.58,0.788,3,10.68,normal
V00438,119,-2.561619,-78.848505,47.83,1.09,1,7.3,normal
V00439,119,-2.890783,-78.564744,37.58,1.155,2,19.44,normal
V00440,124,-2.555381,-78.848605,59.61,0.704,0,12.8,normal
V00441,108,-2.915368,-78.615728,31.27,1.103,2,16.4,normal
V00442,130,-2.513669,-78.881032,47.3,0.231,1,9.43,normal
V00443,114,-2.22744,-79.306719,110.09,0.193,0,11.99,normal
V00444,128,-2.538255,-78.878825,50.16,1.509,0,6.41,normal
V00445,128,-2.194219,-79.320092,96.19,0.273,0,12.49,normal
V00446,117,-2.875882,-78.587409,23.64,1.351,1,20.58,normal
V00447,106,-2.193492,-79.292577,85.2,0.277,0,15.21,normal
V00448,102,-2.548048,-78.886517,41.87,0.627,2,10.7,normal
V00449,101,-2.553997,-78.8272,45.87,0.579,2,12.96,normal
V00450,126,-2.926204,-78.612248,32.03,1.858,4,19.26,normal
V00451,113,-2.508511,-78.875076,44.81,0.712,2,8.62,normal
V00452,129,-2.920531,-78.63476,23.09,0.926,2,18.09,normal
V00453,112,-2.590569,-78.84656,39.12,0.899,2,7.41,normal
V00454,101,-2.543913,-78.839428,37.47,0.903,2,9.67,normal
V00455,127,-2.525716,-78.815532,57.67,0.831,2,11.2,normal
V00456,113,-2.210368,-79.296288,101.73,0.455,0,15.99,normal
V00457,124,-2.193913,-79.296332,80.68,0.471,0,12.43,normal
V00458,106,-2.170824,-79.302169,102.2,0.314,1,18.13,normal
V00459,112,-2.171761,-79.289782,83.82,0.431,0,16.71,normal
V00460,124,-2.54122,-78.883829,55.15,0.7,1,8.05,normal
V00461,124,-2.188998,-79.272882,92.94,0.587,0,15.7,normal
V00462,107,-2.205292,-79.31694,90.31,0.253,0,13.18,normal
V00463,109,-2.193977,-79.251984,97.59,0.345,0,13.44,normal
V00464,115,-2.892741,-78.552977,34.05,1.787,0,18.84,normal
V00465,127,-2.880349,-78.59654,39.09,1.234,4,21.7,normal
V00466,119,-2.884636,-78.640931,34.14,1.724,2,19.89,normal
V00467,105,-2.551897,-78.84708,50.58,0.629,1,8.64,normal
V00468,130,-2.909162,-78.605199,15.97,1.521,4,18.66,normal
V00469,122,-2.169861,-79.296486,76.73,0.412,0,14.44,normal
V00470,127,-2.899192,-78.562147,28.96,1.323,2,17.55,normal
V00471,117,-2.575929,-78.883707,55.81,0.706,2,8.45,normal
V00472,114,-2.553425,-78.848136,38.68,0.465,2,9.32,normal
V00473,121,-2.526277,-78.861947,53.48,0.827,0,11.22,normal
V00474,118,-2.172245,-79.267473,101.3,0.524,0,12.17,normal
V00475,107,-2.546084,-78.827032,50.01,0.736,2,6.63,normal
V00476,103,-2.19839,-79.289734,105.0,0.563,0,15.36,normal
V00477,124,-2.232713,-79.27506,92.03,0.229,0,13.47,normal
V00478,102,-2.87787,-78.643817,26.88,2.046,1,17.81,normal
V00479,124,-2.919714,-78.623243,32.69,1.113,8,17.95,normal
V00480,104,-2.216812,-79.324741,,0.365,0,16.31,normal
V00481,104,-2.903975,-78.617022,27.77,1.066,1,23.36,normal
V00482,123,-2.585811,-78.844124,37.04,1.065,0,12.05,normal
V00483,124,-2.932431,-78.620129,29.36,1.168,1,20.94,normal
V00484,127,-2.186606,-79.321174,94.33,0.463,0,14.44,normal
V00485,111,-2.573218,-78.831332,54.01,1.322,0,10.13,normal
V00486,119,-2.545008,-78.82338,53.84,1.149,0,6.78,normal
V00487,117,-2.543299,-78.854342,52.65,0.811,1,10.85,normal
V00488,112,-2.577968,-78.871987,51.5,0.36,0,8.96,normal
V00489,107,-2.545576,-78.879564,47.37,0.843,1,9.11,normal
V00490,114,-2.546739,-78.869575,43.29,1.06,1,8.95,normal
V00491,103,-2.889222,-78.641038,20.53,1.353,0,18.55,normal
V00492,130,-2.526873,-78.845308,55.48,1.027,0,9.07,normal
V00493,115,-2.557499,-78.887538,46.54,0.58,0,7.18,normal
V00494,117,-2.543024,-78.832356,39.78,1.066,0,7.19,normal
V00495,128,-2.536864,-78.845134,34.35,0.978,3,11.11,normal
V00496,121,-2.945597,-78.569632,34.03,0.78,1,19.14,normal
V00497,120,-2.180884,-79.286905,87.03,0.527,1,12.84,normal
V00498,110,-2.513262,-78.842091,56.88,1.078,1,6.59,normal
V00499,105,-2.885356,-78.612865,31.79,2.108,2,16.36,normal
V00500,103,-2.543724,-78.849858,50.71,0.213,0,4.86,normal
V00501,112,-2.534459,-78.884139,46.91,0.239,0,13.4,normal
V00502,127,-2.217869,-79.307494,87.24,0.622,1,13.94,normal
V00503,122,-2.209413,-79.307341,77.44,0.455,0,12.28,normal
V00504,114,-2.558927,-78.855065,53.02,0.549,1,11.55,normal
V00505,123,-2.554629,-78.813212,50.44,0.947,1,11.73,normal
V00506,104,-2.243408,-79.307212,93.04,0.433,0,17.29,normal
V00507,115,-2.547792,-78.804392,39.27,0.734,0,8.94,normal
V00508,107,-2.563365,-78.841426,38.22,1.733,2,8.19,normal
V00509,111,-2.576333,-78.882514,51.21,0.833,2,12.05,normal
V00510,101,-2.538085,-78.890933,49.69,0.401,0,8.56,normal
V00511,121,-2.220934,-79.282672,87.27,0.116,0,12.48,normal
V00512,102,-2.223397,-79.273145,104.74,0.329,0,14.47,normal
V00513,108,-2.191154,-79.29458,83.41,0.478,0,14.06,normal
V00514,110,-2.495789,-78.850485,43.12,0.802,2,9.54,normal
V00515,113,-2.918387,-78.53328,31.18,1.008,5,19.99,normal
V00516,120,-2.176375,-79.316117,80.65,0.28,0,13.48,normal
V00517,108,-3.543006,-80.069021,13.96,0.782,3,2.99,anomalia_desvio
V00518,101,-2.584666,-78.872282,53.61,1.054,0,14.09,normal
V00519,103,-2.570442,-78.857413,58.35,0.094,2,9.64,normal
V00520,113,-2.202216,-79.318712,98.89,0.576,0,13.57,normal
V00521,106,-2.17211,-79.287458,89.45,-0.156,1,19.86,normal
V00522,115,-2.921048,-78.625858,26.81,0.944,4,22.06,normal
V00523,125,-2.923721,-78.583251,27.74,0.671,1,17.69,normal
V00524,128,-2.555627,-78.884944,47.34,1.051,3,8.98,normal
V00525,110,-2.920457,-78.600034,31.63,1.08,3,17.91,normal
V00526,107,-2.204327,-79.347067,133.96,3.795,13,4.12,anomalia_temeraria
V00527,130,-2.183239,-79.270554,97.73,0.311,0,12.94,normal
V00528,109,-2.201909,-79.321399,88.95,0.503,0,10.93,normal
V00529,129,-2.22057,-79.29594,92.41,0.522,0,15.62,normal
V00530,122,-2.56805,-78.848523,61.03,0.666,3,13.17,normal
V00531,117,-2.171123,-79.320481,87.87,0.504,0,12.03,normal
V00532,122,-2.543169,-78.825096,58.12,0.65,0,9.26,normal
V00533,128,-2.220211,-79.321827,103.79,0.677,0,14.06,normal
V00534,115,-2.541556,-78.8745,50.56,0.839,1,7.92,normal
V00535,129,-2.200791,-79.302656,90.6,0.414,1,12.95,normal
V00536,103,-2.552828,-78.870098,47.73,0.944,0,9.62,normal
V00537,109,-2.894097,-78.546187,31.99,1.159,2,17.76,normal
V00538,119,-2.205437,-79.30379,99.68,0.31,0,13.37,normal
V00539,126,-2.192122,-79.33818,91.78,0.506,0,12.11,normal
V00540,127,-2.884674,-78.600888,24.45,0.801,3,18.72,normal
V00541,108,-2.581441,-78.849707,56.82,0.794,1,9.08,normal
V00542,101,-2.538268,-78.853933,47.6,0.708,2,9.79,normal
V00543,107,-2.564904,-78.820929,44.93,0.863,2,8.39,normal
V00544,129,-2.548079,-78.841456,47.41,0.198,1,10.53,normal
V00545,120,-2.572288,-78.83771,43.76,0.974,0,10.01,normal
V00546,112,-2.242457,-79.332895,92.14,0.333,2,13.53,normal
V00547,107,-2.570942,-78.840722,48.94,0.922,0,10.18,normal
V00548,116,-2.898518,-78.62377,23.47,1.26,1,19.92,normal
V00549,109,-3.614925,-80.098993,13.1,0.228,6,3.83,anomalia_desvio
V00550,101,-2.876273,-78.573908,31.73,1.146,2,19.56,normal
V00551,102,-2.536842,-78.822973,42.32,0.868,1,8.08,normal
V00552,121,-2.568354,-78.836624,52.29,1.026,0,11.27,normal
V00553,129,-2.187768,-79.296953,98.42,0.212,0,15.34,normal
V00554,128,-2.185979,-79.283841,121.93,4.116,12,9.65,anomalia_temeraria
V00555,121,-2.543824,-78.836073,35.05,1.378,2,8.22,normal
V00556,106,-2.210523,-79.265137,131.0,4.36,7,5.47,anomalia_temeraria
V00557,114,-2.921758,-78.616947,25.72,1.048,5,19.45,normal
V00558,105,-2.574087,-78.818015,48.84,0.979,0,10.63,normal
V00559,124,-2.924829,-78.621026,26.11,1.361,3,19.73,normal
V00560,111,-2.585527,-78.87806,51.7,1.0,1,7.73,normal
V00561,104,-2.581813,-78.846434,44.85,0.418,2,11.09,normal
V00562,130,-2.915669,-78.569145,27.3,1.275,0,20.64,normal
V00563,128,-3.581903,-80.126367,28.86,1.12,3,1.09,anomalia_desvio
V00564,127,-2.202418,-79.290347,101.46,0.252,0,16.98,normal
V00565,105,-2.564672,-78.844427,45.94,1.234,1,8.84,normal
V00566,107,-2.546098,-78.838418,33.11,0.798,0,7.74,normal
V00567,119,-2.572272,-78.849426,59.18,0.726,1,10.2,normal
V00568,122,-2.145398,-79.303259,102.21,0.182,1,14.36,normal
V00569,123,-2.20669,-79.295491,85.02,0.6,0,11.58,normal
V00570,103,-2.538023,-78.807894,48.22,0.585,3,8.65,normal
V00571,125,-2.556382,-78.870592,57.83,0.901,4,7.03,normal
V00572,104,-2.199038,-79.272175,80.02,0.591,0,9.68,normal
V00573,116,-2.526224,-78.8186,54.08,0.639,1,8.64,normal
V00574,112,-2.571434,-78.885733,51.2,0.786,1,9.87,normal
V00575,117,-2.202509,-79.2604,96.21,0.037,1,16.85,normal
V00576,126,-2.148084,-79.298794,88.1,0.327,0,13.9,normal
V00577,101,-2.532673,-78.889905,48.05,1.243,4,8.05,normal
V00578,104,-2.898403,-78.621965,32.03,,2,21.07,normal
V00579,116,-2.533654,-78.856207,245.45,-4.778,1,0.05,ruido_sensor
V00580,105,-2.873175,-78.594732,35.3,1.66,2,22.63,normal
V00581,127,-2.540648,-78.866253,294.37,-5.34,0,19.9,ruido_sensor
V00582,125,-2.524449,-78.876502,47.34,1.128,1,8.95,normal
V00583,119,-2.532088,-78.840451,42.61,0.792,0,9.44,normal
V00584,101,-2.553336,-78.814589,37.82,0.97,1,6.48,normal
V00585,117,-2.892288,-78.575183,28.57,1.148,1,18.94,normal
V00586,124,-2.557496,-78.849214,55.03,1.275,0,9.72,normal
V00587,121,-2.213131,-79.271156,91.12,0.675,0,15.77,normal
V00588,121,-2.553527,-78.892654,54.31,0.681,0,8.63,normal
V00589,106,-2.584229,-78.84168,57.89,0.345,1,10.97,normal
V00590,117,-2.557019,-78.809692,52.95,0.85,3,9.57,normal
V00591,112,-2.491723,-78.838763,41.49,0.754,1,6.23,normal
V00592,115,-2.912824,-78.584791,37.7,1.682,3,22.66,normal
V00593,115,-2.913685,-78.596326,34.22,1.659,2,17.98,normal
V00594,113,-2.533613,-78.857127,47.66,0.446,0,4.94,normal
V00595,119,-2.562,-78.880916,49.8,0.566,1,9.23,normal
V00596,120,-2.554081,-78.847984,46.74,0.435,2,11.17,normal
V00597,106,-2.927847,-78.60211,26.35,1.105,4,12.83,normal
V00598,104,-2.551817,-78.860984,44.47,0.833,1,7.55,normal
V00599,106,-2.223681,-79.311777,95.26,0.218,0,16.66,normal
V00600,109,-2.536072,-78.874872,46.69,1.21,1,9.59,normal
V00601,118,-2.907506,-78.575734,34.62,1.327,4,15.71,normal
V00602,113,-2.171243,-79.314227,131.55,4.612,13,17.74,anomalia_temeraria
V00603,127,-2.21838,-79.301016,83.2,0.413,0,17.32,normal
V00604,123,-2.20066,-79.295843,91.91,0.394,0,11.49,normal
V00605,126,-2.93212,-78.637488,28.48,0.892,2,21.95,normal
V00606,103,-2.884991,-78.60797,26.63,1.225,5,16.8,normal
V00607,118,-2.233105,-79.289602,97.68,0.61,0,16.78,normal
V00608,129,-2.574316,-78.852733,51.88,0.881,1,7.47,normal
V00609,123,-2.209805,-79.279418,88.56,0.369,0,12.63,normal
V00610,130,-2.534328,-78.854451,38.84,1.014,0,8.98,normal
V00611,115,-2.554285,-78.824458,47.82,0.78,4,10.97,normal
V00612,113,-2.568305,-78.829101,59.36,0.463,0,7.56,normal
V00613,114,-2.203764,-79.319515,100.29,0.414,0,11.93,normal
V00614,119,-2.21099,-79.299792,83.19,0.227,0,11.61,normal
V00615,129,-2.219693,-79.263777,93.59,0.159,0,9.64,normal
V00616,116,-2.203432,-79.279115,98.64,0.312,0,15.4,normal
V00617,104,-2.896537,-78.615691,29.26,1.312,2,18.13,normal
V00618,115,-2.21273,-79.300013,92.13,0.495,1,13.91,normal
V00619,107,-2.526436,-78.815508,50.33,0.246,0,6.51,normal
V00620,106,-2.171209,-79.317954,83.51,0.122,1,13.1,normal
V00621,123,-2.884039,-78.622339,24.25,0.875,0,19.71,normal
V00622,107,-2.178333,-79.29319,74.44,0.855,2,8.41,normal
V00623,110,-2.517999,-78.829396,47.31,1.188,0,5.71,normal
V00624,114,-2.902016,-78.572189,21.74,0.849,3,16.66,normal
V00625,103,-2.228517,-79.251952,80.52,0.408,0,10.52,normal
V00626,116,-3.524614,-80.070429,26.05,0.062,3,3.72,anomalia_desvio
V00627,106,-2.196051,-79.285812,87.78,0.786,1,11.97,normal
V00628,123,-2.187933,-79.268122,103.0,0.294,1,15.08,normal
V00629,121,-2.867972,-78.621186,35.07,1.305,2,17.05,normal
V00630,106,-2.548549,-78.855359,38.17,1.21,0,9.79,normal
V00631,121,-2.221506,-79.304923,98.61,0.023,0,13.34,normal
V00632,127,-2.214372,-79.309606,87.51,0.557,1,12.84,normal
V00633,104,-2.522553,-78.879086,47.3,,1,11.02,normal
V00634,107,-2.53778,-78.875857,56.3,0.804,0,12.35,normal
V00635,108,-2.19521,-79.280426,94.32,0.632,0,13.86,normal
V00636,103,-2.909843,-78.590979,28.86,1.117,4,16.81,normal
V00637,129,-2.57175,-78.832908,40.11,0.647,4,9.27,normal
V00638,109,-2.19181,-79.325212,95.74,0.54,0,13.68,normal
V00639,128,-2.55002,-78.86968,50.75,0.162,3,7.01,normal
V00640,128,-2.911868,-78.641022,22.54,0.405,1,20.18,normal
V00641,129,-2.522939,-78.849462,46.26,1.019,0,7.18,normal
V00642,114,-2.194939,-79.310301,90.78,0.681,0,15.97,normal
V00643,115,-2.189829,-79.264479,93.03,0.354,0,14.87,normal
V00644,112,-2.550727,-78.860902,53.08,0.694,1,9.92,normal
V00645,129,-2.567429,-78.854108,243.78,-0.24,0,19.37,ruido_sensor
V00646,103,-2.522579,-78.830665,47.99,0.723,0,13.14,normal
V00647,126,-2.533116,-78.861255,59.77,0.927,0,7.19,normal
V00648,101,-2.218562,-79.293056,88.5,0.397,0,12.59,normal
V00649,119,-2.222596,-79.274577,89.92,0.304,0,15.62,normal
V00650,106,-3.70634,-80.034661,17.9,0.953,3,3.66,anomalia_desvio
V00651,125,-2.588418,-78.886137,48.77,1.274,1,8.63,normal
V00652,112,-2.227562,-79.299807,98.23,0.566,0,17.72,normal
V00653,124,-2.189453,-79.330491,87.71,0.55,1,13.64,normal
V00654,128,-2.951622,-78.613423,33.23,0.976,3,17.96,normal
V00655,110,-2.158292,-79.293974,98.42,0.649,0,13.67,normal
V00656,113,-2.16512,-79.335694,140.72,5.403,8,13.77,anomalia_temeraria
V00657,103,-2.188715,-79.293984,93.85,,0,18.7,normal
V00658,103,-2.538432,-78.852911,45.04,1.154,1,9.16,normal
V00659,118,-2.174972,-79.262216,95.05,0.363,1,15.42,normal
V00660,129,-2.557685,-78.842646,51.49,0.717,1,7.79,normal
V00661,103,-2.50889,-78.860254,41.61,0.966,3,10.49,normal
V00662,118,-2.578939,-78.847883,53.71,0.438,0,11.59,normal
V00663,120,-2.56251,-78.859735,47.22,0.806,0,13.25,normal
V00664,123,-2.904873,-78.572413,38.47,0.999,4,22.33,normal
V00665,103,-2.580167,-78.846479,57.75,0.862,1,12.35,normal
V00666,111,-2.905155,-78.577004,33.71,1.683,5,19.28,normal
V00667,102,-2.923071,-78.581575,30.92,0.94,3,18.67,normal
V00668,106,-2.18203,-79.3201,90.71,0.395,1,12.89,normal
V00669,121,-2.567763,-78.868606,39.98,0.892,1,9.28,normal
V00670,106,-2.561275,-78.874521,49.58,0.772,1,4.94,normal
V00671,103,-3.57884,-80.060366,18.03,0.092,2,1.83,anomalia_desvio
V00672,103,-2.568844,-78.849586,46.29,0.708,1,4.19,normal
V00673,128,-2.892197,-78.622096,29.41,0.88,4,20.79,normal
V00674,127,-2.208605,-79.303207,84.34,-0.045,0,10.5,normal
V00675,126,-2.88027,-78.641814,37.65,1.245,3,18.93,normal
V00676,109,-2.539845,-78.83755,58.93,1.212,3,11.05,normal
V00677,125,-2.514782,-78.866314,42.52,0.754,1,11.32,normal
V00678,107,-2.533262,-78.844883,52.11,0.821,1,1.19,normal
V00679,119,-2.544077,-78.858379,37.93,0.758,1,8.54,normal
V00680,126,-2.23399,-79.292088,68.12,0.653,0,13.71,normal
V00681,129,-2.539838,-78.868851,57.72,0.907,1,11.02,normal
V00682,111,-2.500564,-78.83088,52.06,0.586,2,11.24,normal
V00683,117,-2.872136,-78.628003,20.58,1.624,3,19.32,normal
V00684,109,-2.54821,-78.82558,55.19,0.741,0,6.7,normal
V00685,115,-2.589783,-78.871644,49.04,1.123,2,7.88,normal
V00686,119,-2.89118,-78.626404,41.8,1.523,1,21.09,normal
V00687,103,-2.89409,-78.591209,24.23,1.145,2,15.44,normal
V00688,110,-2.891114,-78.628394,40.47,1.62,1,16.96,normal
V00689,108,-2.547826,-78.857493,49.75,1.091,3,6.66,normal
V00690,119,-2.183256,-79.331863,92.84,0.437,0,13.62,normal
V00691,115,-2.89659,-78.58823,30.73,1.406,4,19.65,normal
V00692,123,-2.513725,-78.86097,48.4,0.784,0,12.43,normal
V00693,115,-2.192377,-79.301474,90.73,-0.051,0,18.49,normal
V00694,123,-2.582593,-78.864517,48.75,0.492,1,9.57,normal
V00695,124,-2.179771,-79.321266,109.29,0.19,1,13.51,normal
V00696,101,-2.559233,-78.857128,54.66,0.724,3,8.98,normal
V00697,130,-2.549865,-78.84699,57.13,0.824,2,12.41,normal
V00698,108,-2.178244,-79.301614,82.05,0.415,2,11.86,normal
V00699,108,-2.923154,-78.639983,25.03,1.45,0,18.91,normal
V00700,125,-2.580807,-78.840646,49.16,1.044,0,7.29,normal
V00701,112,-2.899593,-78.608769,28.25,1.602,3,20.92,normal
V00702,125,-2.937365,-78.606859,29.4,1.019,2,17.92,normal
V00703,111,-2.888125,-78.595453,35.67,1.156,2,22.81,normal
V00704,130,-2.555408,-78.813234,44.98,1.05,1,9.0,normal
V00705,129,-2.190692,-79.310432,91.69,0.385,0,14.3,normal
V00706,111,-2.202519,-79.33423,91.25,0.196,0,13.42,normal
V00707,113,-2.570732,-78.824783,44.37,1.505,2,8.8,normal
V00708,126,-2.211327,-79.306744,91.65,0.564,0,13.22,normal
V00709,102,-2.188918,-79.313594,100.72,0.632,0,13.09,normal
V00710,102,-2.544254,-78.837568,52.62,1.453,1,8.61,normal
V00711,120,-2.182268,-79.31155,79.34,0.577,0,12.86,normal
V00712,122,-2.568463,-78.858351,42.47,1.048,1,9.69,normal
V00713,105,-2.53303,-78.823895,42.03,0.95,0,11.46,normal
V00714,115,-2.921479,-78.562562,30.85,0.737,2,23.33,normal
V00715,119,-2.547807,-78.849399,,0.626,1,7.59,normal
V00716,128,-2.177186,-79.303197,99.8,0.547,0,14.28,normal
V00717,112,-2.911421,-78.592277,30.49,1.913,2,16.98,normal
V00718,119,-2.524674,-78.841624,35.28,1.011,0,7.88,normal
V00719,102,-2.227542,-79.315035,97.33,0.195,0,13.84,normal
V00720,126,-2.218215,-79.294123,114.83,4.268,9,18.83,anomalia_temeraria
V00721,119,-2.170132,-79.293413,89.29,0.192,0,16.21,normal
V00722,130,-2.880967,-78.596486,30.52,1.407,3,19.1,normal
V00723,106,-2.566728,-78.839714,267.78,-4.152,1,8.21,ruido_sensor
V00724,127,-2.545058,-78.838846,42.85,0.962,2,7.21,normal
V00725,114,-2.93194,-78.598624,29.71,1.214,1,20.96,normal
V00726,113,-2.575738,-78.858993,44.1,0.606,0,4.56,normal
V00727,109,-2.559276,-78.869527,50.03,0.945,0,5.82,normal
V00728,105,-2.844772,-78.605355,25.74,0.99,1,19.27,normal
V00729,117,-2.546606,-78.853566,60.46,1.037,1,6.79,normal
V00730,104,-2.917757,-78.611747,39.36,0.776,1,19.66,normal
V00731,130,-2.541247,-78.832101,39.96,0.95,0,7.76,normal
V00732,122,-2.550755,-78.844561,60.57,0.68,2,12.18,normal
V00733,105,-2.869028,-78.613042,31.04,1.263,3,17.57,normal
V00734,110,-2.173384,-79.263032,78.85,0.347,0,12.61,normal
V00735,117,-2.540264,-78.864839,45.02,0.254,1,7.81,normal
V00736,110,-2.922668,-78.618615,25.75,0.591,4,19.05,normal
V00737,107,-2.905768,-78.604348,39.29,0.428,2,18.59,normal
V00738,112,-2.928351,-78.581872,23.28,1.411,0,20.14,normal
V00739,121,-2.17087,-79.314907,90.01,0.542,1,16.61,normal
V00740,120,-2.533611,-78.841139,43.14,,3,9.16,normal
V00741,123,-2.519068,-78.806402,54.95,0.496,0,8.93,normal
V00742,123,-2.534213,-78.847653,48.34,0.625,1,7.37,normal
V00743,124,-2.570459,-78.830915,54.01,0.669,1,11.25,normal
V00744,113,-2.211744,-79.30538,90.6,0.337,0,15.82,normal
V00745,101,-2.517969,-78.838898,45.54,0.82,1,9.97,normal
V00746,107,-2.897473,-78.585376,36.0,1.701,1,16.54,normal
V00747,117,-2.549874,-78.830951,257.93,3.304,1,19.35,ruido_sensor
V00748,104,-2.574639,-78.841957,45.6,0.995,1,7.12,normal
V00749,123,-2.927671,-78.598213,28.81,0.599,4,18.89,normal
V00750,117,-2.217704,-79.312471,93.79,0.309,0,15.21,normal
V00751,106,-2.534833,-78.89272,51.93,0.668,5,10.33,normal
V00752,124,-2.54515,-78.830085,42.04,0.596,2,7.81,normal
V00753,119,-2.898323,-78.588219,28.78,0.79,0,17.2,normal
V00754,101,-2.192678,-79.324988,86.0,0.53,0,7.22,normal
V00755,112,-2.530083,-78.896419,44.59,0.899,0,7.19,normal
V00756,118,-2.516154,-78.82829,53.48,0.924,0,10.67,normal
V00757,104,-2.915114,-78.606869,23.19,1.759,4,20.0,normal
V00758,119,-2.202172,-79.290959,85.73,0.52,1,13.32,normal
V00759,109,-2.531682,-78.840568,49.03,0.808,0,11.57,normal
V00760,126,-2.902687,-78.608571,27.26,1.515,3,16.08,normal
V00761,118,-2.539804,-78.871147,57.3,1.225,3,8.5,normal
V00762,108,-2.579901,-78.81444,50.63,1.353,2,10.08,normal
V00763,102,-2.567855,-78.791527,50.84,0.531,1,9.89,normal
V00764,106,-2.913713,-78.62197,25.75,1.676,2,20.73,normal
V00765,124,-2.873558,-78.622995,36.44,1.07,3,15.38,normal
V00766,102,-2.203868,-79.287324,98.39,0.495,0,13.75,normal
V00767,114,-2.211598,-79.289182,100.6,0.138,0,12.32,normal
